time,open,high,low,close,EMA Fast,EMA Slow,EMA Trend,BB Upper,BB Lower,SAR,FVG Long,Multi-TF FVG Long,Long,Grid Arb,Volume
1754877000,183.47,183.81,183.43,183.57,183.22998424635784,182.8412494256759,NaN,182.63,181.2319442071173,181.73352399047587,0,0,0,0,1704.878
1754877300,183.58,183.76,183.46,183.68,183.32998774716722,182.9295389598153,NaN,182.6775,181.2064340599435,181.82876541090445,0,0,0,0,1813.056
1754877600,183.67,184.75,183.57,184.64,183.62110158113006,183.10958749036104,NaN,182.7785,181.0776616772949,181.91972096741375,0,0,0,0,8061.003
1754877900,184.62,184.95,184.17,184.65,183.84974567421227,183.2717361755862,NaN,182.858,180.9732655359405,182.08953770936893,0,0,0,0,8488.787
1754878200,184.63,184.91,184.37,184.73,184.04535774660954,183.42523763078765,NaN,182.9565,180.90409385111002,182.30407238116626,0,0,0,0,3765.909
1754878500,184.72,185.2,184.54,185.12,184.28416713625185,183.6036336696521,NaN,183.0895,180.8470774260807,182.5025169525788,0,0,0,0,7308.59
1754878800,185.13,185.28,184.5,184.87,184.41435221708477,183.7369353886361,NaN,183.225,180.89771402702047,182.7452904268467,0,0,0,0,5831.229
1754879100,184.85,185.14,184.18,185.11,184.56894061328816,183.8814685056218,NaN,183.39000000000001,181.01986076358705,183.0114349320278,0,0,0,0,8397.68
1754879400,185.1,185.14,184.58,185.03,184.6713982547797,184.00236655766162,NaN,183.53850000000003,181.14820901354167,183.24963426416488,0,0,0,0,4187.325
1754879700,185.02,185.15,184.73,184.95,184.73330975371752,184.1021174463288,NaN,183.70800000000003,181.42454997866398,183.46282266642757,0,0,0,0,2591.409
1754880000,184.9,185.03,184.73,184.84,184.75701869733584,184.17978929408366,NaN,183.87150000000003,181.76216574484556,183.65362628645266,0,0,0,0,3802.455
1754880300,184.87,185.33,184.57,185.33,184.88434787570566,184.30086410523276,NaN,184.0405,182.03499283222902,183.82439552637513,0,0,0,0,6477.828
1754880600,185.34,185.79,185.3,185.74,185.07449279221552,184.45235209415563,NaN,184.22,182.28194943306232,184.0050680632101,0,0,0,0,5431.909
1754880900,185.74,185.76,185.18,185.23,185.10904994950096,184.53420976845504,NaN,184.36950000000002,182.61263375581234,184.24603387467673,0,0,0,0,2658.013
1754881200,185.19,185.28,184.48,184.53,184.9803721829452,184.53376663493347,NaN,184.476,182.96915694247545,184.45446930159537,0,0,0,0,4433.535
1754881500,184.56,184.83,183.84,184.76,184.93140058673515,184.5575806733615,NaN,184.567,183.23218765364894,185.79,0,0,0,0,6421.479
1754881800,184.77,185.16,184.65,185.11,184.97108934523845,184.61573007616556,NaN,184.637,183.34308964762593,185.76075,0,0,0,0,3121.261
1754882100,185.07,185.51,184.95,185.21,185.02418060185212,184.67828480499023,NaN,184.70549999999997,183.4429395063785,185.73193875,0,0,0,0,5259.591
1754882400,185.2,185.24,184.5,184.75,184.9632515792183,184.68583377288599,NaN,184.76500000000001,183.6170191639313,185.70355966875002,0,0,0,0,5836.168
1754882700,184.74,184.93,184.69,184.87,184.9425290060587,184.70521969152958,NaN,184.836,183.85924209755552,185.67560627371876,0,0,0,0,3027.773
1754883000,184.86,185.24,184.74,185.24,185.008633671379,184.7615123555791,NaN,184.91950000000003,184.12058886603688,185.64807217961297,0,0,0,0,2658.67
1754883300,185.22,185.3,184.56,184.59,184.9156039666281,184.74345842341287,NaN,184.965,184.37812693026564,185.62095109691876,0,0,0,0,4486.291
1754883600,184.57,184.68,184.33,184.39,184.79880308515519,184.70625227357993,NaN,184.95250000000001,184.32896571870668,185.59423683046498,0,0,0,0,2500.6
1754883900,184.4,184.56,184.29,184.53,184.73906906623182,184.68769940267677,NaN,184.94650000000001,184.30927868839078,185.567923278008,0,0,0,0,2205.063
1754884200,184.55,185.36,184.52,185.14,184.8281648292914,184.7353099918687,NaN,184.967,184.3325837328993,185.54200442883788,0,0,0,0,5343.031
